ip,app,device,os,channel,click_time,attributed_time,app*device,app*os,,is_attributed
44607,3,1,27,280,2017-11-06 16:05:50,,3,81,,0
106929,29,1,19,343,2017-11-06 16:22:52,2017-11-07 13:51:40,29,551,,1
79827,29,2,35,343,2017-11-06 16:06:29,2017-11-07 15:31:22,58,1015,,1
199592,125,0,607,341,2017-11-06 16:01:48,2017-11-06 18:00:56,0,75875,,1
39107,9,1,19,134,2017-11-06 16:22:23,,9,171,,0
143854,21,1,19,128,2017-11-06 16:03:57,,21,399,,0
126534,2,1,32,477,2017-11-06 16:07:08,,2,64,,0
7611,9,1,27,258,2017-11-06 16:05:22,,9,243,,0
121419,3,1,8,280,2017-11-06 16:11:46,,3,24,,0
203535,72,1,22,101,2017-11-06 16:15:40,2017-11-06 16:21:28,72,1584,,1
141681,120,311,24,320,2017-11-06 16:11:40,2017-11-06 16:57:46,37320,2880,,1
108881,26,1,17,266,2017-11-06 16:05:01,,26,442,,0
77318,9,1,17,134,2017-11-06 16:05:47,,9,153,,0
82385,24,2,19,105,2017-11-06 16:12:37,,48,456,,0
147957,6,1,13,459,2017-11-06 16:05:29,,6,78,,0
4203,9,1,13,232,2017-11-06 16:11:55,2017-11-07 03:05:52,9,117,,1
117033,18,1,20,121,2017-11-06 16:15:54,,18,360,,0
5314,26,1,32,266,2017-11-06 16:13:49,,26,832,,0
103136,15,1,3,245,2017-11-06 16:14:55,,15,45,,0
73201,24,2,16,105,2017-11-06 16:21:33,,48,384,,0
89562,3,2,22,280,2017-11-06 16:12:39,,6,66,,0
64636,3,1,13,280,2017-11-06 16:01:02,,3,39,,0
120744,64,1,19,459,2017-11-06 16:16:47,,64,1216,,0
117328,9,1,19,442,2017-11-06 16:08:24,,9,171,,0
175293,10,1,31,113,2017-11-06 16:07:11,2017-11-06 16:07:36,10,310,,1
103431,18,1,27,121,2017-11-06 16:09:14,,18,486,,0
87990,9,1,19,134,2017-11-06 16:01:15,,9,171,,0
73194,12,1,22,328,2017-11-06 16:19:32,,12,264,,0
27697,35,1,13,274,2017-11-06 16:20:09,2017-11-07 00:18:14,35,455,,1
143209,19,0,21,213,2017-11-06 16:20:32,2017-11-06 16:21:23,0,399,,1
78536,12,1,25,178,2017-11-06 16:00:58,,12,300,,0
92957,9,1,17,442,2017-11-06 16:13:37,,9,153,,0
93054,115,1,19,203,2017-11-06 16:07:59,2017-11-06 17:08:33,115,2185,,1
40631,19,21,24,213,2017-11-06 16:08:00,2017-11-06 16:44:10,399,456,,1
66873,19,0,21,347,2017-11-06 16:01:48,2017-11-07 04:17:23,0,399,,1
135131,3,1,19,280,2017-11-06 16:08:19,,3,57,,0
62565,12,1,13,178,2017-11-06 16:18:24,,12,156,,0
188607,19,0,24,213,2017-11-06 16:02:49,2017-11-07 08:34:59,0,456,,1
166517,19,6,29,213,2017-11-06 16:19:01,2017-11-06 16:20:19,114,551,,1
44422,18,1,13,107,2017-11-06 16:22:53,,18,234,,0
82987,72,1,20,101,2017-11-06 16:08:51,2017-11-06 17:19:25,72,1440,,1
192800,9,1,22,134,2017-11-06 16:04:25,2017-11-06 16:22:12,9,198,,1
114070,35,1,18,274,2017-11-06 16:17:04,2017-11-07 01:37:35,35,630,,1
59595,9,1,13,442,2017-11-06 16:22:30,,9,117,,0
96333,35,1,19,274,2017-11-06 16:01:21,2017-11-06 18:31:27,35,665,,1
132823,12,1,48,178,2017-11-06 16:04:19,,12,576,,0
25818,2,1,17,205,2017-11-06 16:02:28,,2,34,,0
78290,8,1,35,145,2017-11-06 16:13:26,,8,280,,0
125446,12,1,16,178,2017-11-06 16:06:53,,12,192,,0
171536,3,1,16,280,2017-11-06 16:05:29,,3,48,,0
112731,15,1,14,245,2017-11-06 16:04:55,,15,210,,0
135046,84,0,607,101,2017-11-06 16:09:02,2017-11-06 16:09:53,0,50988,,1
107487,12,1,13,259,2017-11-06 16:04:56,,12,156,,0
63438,26,1,3,266,2017-11-06 16:17:23,2017-11-06 17:59:34,26,78,,1
27431,9,1,18,134,2017-11-06 16:10:53,,9,162,,0
198588,12,1,19,245,2017-11-06 16:10:53,,12,228,,0
73162,8,1,26,145,2017-11-06 16:16:08,,8,208,,0
17863,3,1,46,442,2017-11-06 16:16:12,,3,138,,0
109995,10,1,19,377,2017-11-06 16:21:22,,10,190,,0
187909,2,1,19,236,2017-11-06 16:07:38,,2,38,,0
13784,64,1,35,459,2017-11-06 16:02:06,,64,2240,,0
3052,9,1,17,134,2017-11-06 16:17:53,,9,153,,0
188019,18,1,3,121,2017-11-06 16:20:20,,18,54,,0
60677,15,1,10,245,2017-11-06 16:18:43,,15,150,,0
89489,24,1,19,105,2017-11-06 16:06:25,2017-11-07 01:09:45,24,456,,1
75931,20,2,12,259,2017-11-06 16:10:44,,40,240,,0
153028,84,0,24,101,2017-11-06 16:06:27,2017-11-06 16:49:58,0,2016,,1
197756,15,1,1,379,2017-11-06 16:10:09,2017-11-06 16:10:32,15,15,,1
7593,19,0,24,213,2017-11-06 16:00:46,2017-11-07 15:48:18,0,456,,1
95766,9,1,13,134,2017-11-06 16:08:31,,9,117,,0
8870,1,1,6,124,2017-11-06 16:18:25,,1,6,,0
70691,8,1,53,145,2017-11-06 16:16:11,,8,424,,0
61178,9,1,13,134,2017-11-06 16:10:33,2017-11-06 16:25:40,9,117,,1
37774,12,1,3,259,2017-11-06 16:14:49,,12,36,,0
165007,12,1,13,245,2017-11-06 16:06:42,,12,156,,0
64609,15,1,16,245,2017-11-06 16:13:39,,15,240,,0
133334,9,1,19,234,2017-11-06 16:03:52,2017-11-07 04:09:12,9,171,,1
179049,35,1,22,274,2017-11-06 16:04:06,2017-11-07 10:11:51,35,770,,1
191863,13,1,8,477,2017-11-06 16:05:23,,13,104,,0
162012,20,1,19,259,2017-11-06 16:15:48,2017-11-07 02:06:30,20,380,,1
5348,3,1,13,480,2017-11-06 16:04:47,,3,39,,0
165200,19,0,0,213,2017-11-06 16:10:22,2017-11-06 16:18:02,0,0,,1
51373,19,0,0,213,2017-11-06 16:07:45,2017-11-06 16:08:34,0,0,,1
138664,19,0,29,213,2017-11-06 16:17:57,2017-11-06 19:01:21,0,551,,1
187774,19,0,0,347,2017-11-06 16:08:49,2017-11-07 05:22:32,0,0,,1
88172,35,1,10,21,2017-11-06 16:04:20,2017-11-07 10:18:44,35,350,,1
38055,2,1,13,469,2017-11-06 16:14:21,,2,26,,0
18580,12,1,19,178,2017-11-06 16:13:40,,12,228,,0
34104,2,1,41,477,2017-11-06 16:05:35,,2,82,,0
79827,6,1,18,459,2017-11-06 16:17:12,,6,108,,0
207881,35,1,22,274,2017-11-06 16:12:10,2017-11-06 23:39:26,35,770,,1
141684,3,2,17,280,2017-11-06 16:09:26,,6,51,,0
177854,29,1,13,213,2017-11-06 16:00:55,2017-11-06 16:01:58,29,377,,1
116403,35,1,19,274,2017-11-06 16:21:53,2017-11-06 23:46:54,35,665,,1
129395,12,1,41,19,2017-11-06 16:15:08,,12,492,,0
77594,2,1,25,219,2017-11-06 16:04:11,,2,50,,0
201200,64,1,19,459,2017-11-06 16:15:19,,64,1216,,0
38251,19,37,24,213,2017-11-06 16:15:14,2017-11-07 07:52:55,703,456,,1
60111,12,1,17,178,2017-11-06 16:16:10,,12,204,,0
195141,19,0,24,213,2017-11-06 16:05:15,2017-11-07 00:23:13,0,456,,1
198309,19,494,0,213,2017-11-06 16:13:23,2017-11-07 03:00:39,9386,0,,1
185712,35,1,10,274,2017-11-06 16:22:10,2017-11-06 22:32:24,35,350,,1
55662,64,1,23,459,2017-11-06 16:22:22,,64,1472,,0
37142,2,1,17,477,2017-11-06 16:13:39,,2,34,,0
18788,12,1,35,178,2017-11-06 16:05:47,,12,420,,0
209816,2,1,13,452,2017-11-06 16:12:49,,2,26,,0
98422,9,1,19,134,2017-11-06 16:01:15,,9,171,,0
178252,19,67,24,213,2017-11-06 16:22:00,2017-11-06 16:23:31,1273,456,,1
117787,19,0,29,213,2017-11-06 16:07:23,2017-11-06 16:08:05,0,551,,1
82426,35,1,19,21,2017-11-06 16:22:53,2017-11-06 21:45:24,35,665,,1
71238,10,1,19,113,2017-11-06 16:00:29,2017-11-06 17:54:16,10,190,,1
99762,15,1,13,245,2017-11-06 16:03:55,,15,195,,0
8827,66,1,13,101,2017-11-06 16:18:50,2017-11-06 16:23:06,66,858,,1
115066,18,1,13,107,2017-11-06 16:01:00,,18,234,,0
19216,64,1,13,459,2017-11-06 16:10:50,,64,832,,0
157378,12,1,13,259,2017-11-06 16:11:17,,12,156,,0
179202,29,1,6,343,2017-11-06 16:15:27,2017-11-06 23:56:05,29,174,,1
130286,2,1,1,377,2017-11-06 16:00:37,2017-11-06 16:01:13,2,2,,1
99221,18,1,19,134,2017-11-06 16:15:52,2017-11-07 07:42:52,18,342,,1
186016,15,1,19,245,2017-11-06 16:21:48,,15,285,,0
131154,2,1,19,237,2017-11-06 16:11:48,,2,38,,0
63787,9,1,19,134,2017-11-06 16:11:32,,9,171,,0
85188,11,1,19,469,2017-11-06 16:13:19,2017-11-06 23:30:49,11,209,,1
7068,2,1,13,477,2017-11-06 16:21:46,,2,26,,0
162184,19,0,21,213,2017-11-06 16:03:26,2017-11-06 16:04:24,0,399,,1
195550,1,1,18,135,2017-11-06 16:03:48,,1,18,,0
20764,35,1,35,274,2017-11-06 16:21:04,2017-11-06 21:23:39,35,1225,,1
62609,10,1,14,317,2017-11-06 16:15:11,,10,140,,0
1176,60,1,19,21,2017-11-06 16:13:41,2017-11-07 08:09:28,60,1140,,1
3437,9,1,22,215,2017-11-06 16:15:55,2017-11-07 03:46:15,9,198,,1
80526,3,1,27,135,2017-11-06 16:09:01,,3,81,,0
129682,19,7,21,213,2017-11-06 16:16:59,2017-11-07 00:05:46,133,399,,1
88053,12,1,22,178,2017-11-06 16:16:59,,12,264,,0
210162,37,1,35,282,2017-11-06 16:06:46,2017-11-06 16:12:32,37,1295,,1
2284,15,1,8,111,2017-11-06 16:09:46,,15,120,,0
175600,29,1,22,213,2017-11-06 16:02:26,2017-11-06 16:04:01,29,638,,1
172428,19,0,24,213,2017-11-06 16:08:10,2017-11-06 16:31:55,0,456,,1
200137,29,1,26,213,2017-11-06 16:14:26,2017-11-06 16:15:07,29,754,,1
11865,15,2,19,245,2017-11-06 16:05:28,,30,285,,0
81792,12,1,13,265,2017-11-06 16:02:35,,12,156,,0
31456,12,1,8,178,2017-11-06 16:11:15,,12,96,,0
105569,2,1,25,205,2017-11-06 16:09:38,,2,50,,0
137208,8,1,6,145,2017-11-06 16:02:56,,8,48,,0
180069,3,1,13,205,2017-11-06 16:04:55,,3,39,,0
166352,29,1,16,213,2017-11-06 16:08:14,2017-11-06 16:09:45,29,464,,1
55805,96,208,0,213,2017-11-06 16:00:30,2017-11-07 09:05:53,19968,0,,1
192138,127,0,0,213,2017-11-06 16:20:35,2017-11-06 16:23:05,0,0,,1
105649,2,1,13,205,2017-11-06 16:00:43,,2,26,,0
34486,3,1,8,424,2017-11-06 16:08:34,,3,24,,0
83886,45,1,19,411,2017-11-06 16:19:43,2017-11-07 03:18:12,45,855,,1
31653,35,1,13,21,2017-11-06 16:17:51,2017-11-06 22:42:20,35,455,,1
88891,8,1,16,259,2017-11-06 16:04:58,2017-11-07 10:18:43,8,128,,1
37892,9,1,20,134,2017-11-06 16:06:02,,9,180,,0
164061,19,0,24,213,2017-11-06 16:22:07,2017-11-06 16:23:40,0,456,,1
122032,9,1,22,258,2017-11-06 16:05:05,,9,198,,0
111513,19,0,21,347,2017-11-06 16:17:43,2017-11-07 00:22:46,0,399,,1
11119,35,1,17,274,2017-11-06 16:04:39,2017-11-06 16:33:10,35,595,,1
39007,8,1,19,145,2017-11-06 16:09:01,2017-11-06 18:56:15,8,152,,1
126528,1,1,13,439,2017-11-06 16:18:40,,1,13,,0
222,15,1,18,140,2017-11-06 16:12:27,,15,270,,0
207743,66,1,6,101,2017-11-06 16:20:40,2017-11-06 16:22:13,66,396,,1
197155,2,1,11,435,2017-11-06 16:06:39,,2,22,,0
103340,12,1,13,245,2017-11-06 16:11:09,,12,156,,0
42014,15,2,10,245,2017-11-06 16:13:18,,30,150,,0
184633,26,1,9,266,2017-11-06 16:01:56,2017-11-07 03:14:04,26,234,,1
111182,19,7,21,213,2017-11-06 16:07:47,2017-11-06 17:29:34,133,399,,1
103183,19,0,38,213,2017-11-06 16:02:11,2017-11-06 22:29:35,0,722,,1
77403,14,1,22,442,2017-11-06 16:19:29,,14,308,,0
178582,3,1,15,213,2017-11-06 16:06:37,2017-11-06 16:08:51,3,45,,1
18688,18,1,19,134,2017-11-06 16:06:18,2017-11-07 13:15:37,18,342,,1
48270,3,1,27,489,2017-11-06 16:21:58,,3,81,,0
17231,3,1,13,173,2017-11-06 16:14:45,,3,39,,0
55690,20,1,13,259,2017-11-06 16:18:50,2017-11-06 23:51:33,20,260,,1
103919,19,0,0,213,2017-11-06 16:11:10,2017-11-07 02:46:09,0,0,,1
105475,12,1,22,135,2017-11-06 16:00:54,,12,264,,0
38379,12,1,10,178,2017-11-06 16:05:18,,12,120,,0
85107,15,2,1,245,2017-11-06 16:18:27,,30,15,,0
58011,35,1,10,274,2017-11-06 16:05:31,2017-11-06 23:22:45,35,350,,1
164557,19,0,607,213,2017-11-06 16:04:39,2017-11-06 16:11:51,0,11533,,1
55910,2,1,12,364,2017-11-06 16:05:39,,2,24,,0
178279,19,0,29,213,2017-11-06 16:20:02,2017-11-06 16:20:53,0,551,,1
103019,1,1,13,134,2017-11-06 16:04:27,,1,13,,0
165559,19,0,24,343,2017-11-06 16:22:48,2017-11-07 10:46:24,0,456,,1
69218,19,18,0,333,2017-11-06 16:19:05,2017-11-06 16:25:27,342,0,,1
54157,9,1,19,215,2017-11-06 16:07:29,,9,171,,0
201692,12,1,13,178,2017-11-06 16:06:17,,12,156,,0
43992,35,1,13,274,2017-11-06 16:19:22,2017-11-06 23:21:26,35,455,,1
73516,12,1,13,178,2017-11-06 16:00:38,,12,156,,0
50991,35,1,19,274,2017-11-06 16:16:12,2017-11-06 23:42:26,35,665,,1
120179,12,1,27,265,2017-11-06 16:00:33,,12,324,,0
175467,19,129,24,333,2017-11-06 16:10:22,2017-11-06 16:11:20,2451,456,,1
45745,2,2,11,477,2017-11-06 16:16:56,,4,22,,0
158092,223,381,21,268,2017-11-06 16:14:11,2017-11-06 16:20:34,84963,4683,,1
91661,3,2,13,280,2017-11-06 16:10:24,2017-11-06 17:11:19,6,39,,1
107937,18,1,13,121,2017-11-06 16:11:48,,18,234,,0
203659,19,0,0,347,2017-11-06 16:14:28,2017-11-07 08:53:16,0,0,,1
116834,2,1,10,219,2017-11-06 16:12:51,,2,20,,0
79875,12,1,25,178,2017-11-06 16:06:21,,12,300,,0
152355,3,1,6,409,2017-11-06 16:22:16,2017-11-06 16:23:06,3,18,,1
212485,15,1,14,140,2017-11-06 16:05:41,,15,210,,0
211684,35,1,13,274,2017-11-06 16:03:28,2017-11-07 05:06:13,35,455,,1
34738,29,1,8,213,2017-11-06 16:19:16,2017-11-06 16:21:39,29,232,,1
84758,12,1,20,245,2017-11-06 16:08:03,,12,240,,0
100088,6,1,22,125,2017-11-06 16:05:50,2017-11-06 16:15:49,6,132,,1
19295,18,1,41,121,2017-11-06 16:12:28,,18,738,,0
116660,2,1,25,477,2017-11-06 16:18:22,,2,50,,0
67682,12,2,19,245,2017-11-06 16:00:43,,24,228,,0
46582,12,1,10,245,2017-11-06 16:09:32,,12,120,,0
174002,15,1,19,245,2017-11-06 16:22:53,,15,285,,0
195729,35,1,20,274,2017-11-06 16:14:02,2017-11-06 16:17:40,35,700,,1
92712,17,1,19,134,2017-11-06 16:07:46,2017-11-07 02:32:26,17,323,,1
165911,27,1,19,153,2017-11-06 16:01:16,2017-11-07 12:20:45,27,513,,1
105560,20,1,16,478,2017-11-06 16:08:52,2017-11-07 00:37:05,20,320,,1
58730,13,1,35,477,2017-11-06 16:08:31,,13,455,,0
94182,14,1,18,401,2017-11-06 16:21:00,,14,252,,0
58700,8,1,13,140,2017-11-06 16:20:45,2017-11-06 16:25:02,8,104,,1
197966,19,0,0,213,2017-11-06 16:02:00,2017-11-06 16:02:43,0,0,,1
101818,2,1,13,477,2017-11-06 16:11:08,,2,26,,0
49520,12,1,13,245,2017-11-06 16:22:33,2017-11-06 16:23:27,12,156,,1
134220,3,1,17,137,2017-11-06 16:01:23,,3,51,,0
99054,3,1,13,115,2017-11-06 16:12:08,,3,39,,0
64663,23,1,3,153,2017-11-06 16:12:22,,23,69,,0
171510,18,1,13,121,2017-11-06 16:19:26,,18,234,,0
128621,19,78,0,213,2017-11-06 16:21:12,2017-11-06 16:23:18,1482,0,,1
80466,18,1,18,107,2017-11-06 16:14:37,2017-11-06 23:18:32,18,324,,1
165085,2,1,19,258,2017-11-06 16:21:04,,2,38,,0
164247,12,1,15,409,2017-11-06 16:16:55,,12,180,,0
143578,19,0,0,347,2017-11-06 16:03:56,2017-11-06 21:57:49,0,0,,1
62906,2,1,18,219,2017-11-06 16:22:17,2017-11-06 20:45:39,2,36,,1
164123,39,1,13,101,2017-11-06 16:11:39,2017-11-06 16:13:03,39,507,,1
119377,32,1,19,21,2017-11-06 16:00:35,2017-11-07 11:30:27,32,608,,1
206498,18,1,19,121,2017-11-06 16:06:57,,18,342,,0
80029,15,1,11,259,2017-11-06 16:00:50,,15,165,,0
153655,29,1,19,213,2017-11-06 16:01:56,2017-11-06 16:02:50,29,551,,1
97684,12,1,19,245,2017-11-06 16:09:16,,12,228,,0
94388,12,1,15,245,2017-11-06 16:18:16,,12,180,,0
145409,3,1,13,280,2017-11-06 16:03:58,2017-11-06 16:07:56,3,39,,1
184776,8,1,13,145,2017-11-06 16:15:34,,8,104,,0
17165,15,1,19,245,2017-11-06 16:08:46,,15,285,,0
8347,18,1,13,376,2017-11-06 16:18:04,,18,234,,0
157285,29,1,13,101,2017-11-06 16:07:13,2017-11-06 16:13:39,29,377,,1
123414,19,0,24,213,2017-11-06 16:08:37,2017-11-06 21:52:39,0,456,,1
176136,19,0,29,213,2017-11-06 16:06:42,2017-11-06 16:07:11,0,551,,1
77355,1,1,6,135,2017-11-06 16:22:30,,1,6,,0
198972,36,1,9,128,2017-11-06 16:22:46,2017-11-06 16:24:22,36,324,,1
109358,35,1,20,21,2017-11-06 16:02:05,2017-11-07 10:59:26,35,700,,1
38219,15,1,6,153,2017-11-06 16:10:11,,15,90,,0
59008,18,1,19,121,2017-11-06 16:10:48,,18,342,,0
126528,18,1,13,107,2017-11-06 16:18:29,,18,234,,0
165544,261,0,21,243,2017-11-06 16:01:39,2017-11-06 16:02:59,0,5481,,1
56805,35,1,13,21,2017-11-06 16:02:11,2017-11-07 00:01:44,35,455,,1
157049,15,1,19,111,2017-11-06 16:08:51,,15,285,,0
157412,29,1,19,343,2017-11-06 16:22:05,2017-11-06 16:48:32,29,551,,1
201279,29,1,13,213,2017-11-06 16:03:45,2017-11-06 16:04:36,29,377,,1
174670,19,0,0,213,2017-11-06 16:11:48,2017-11-06 23:41:00,0,0,,1
48267,35,1,13,274,2017-11-06 16:01:10,2017-11-06 23:42:46,35,455,,1
141502,9,1,13,442,2017-11-06 16:08:18,,9,117,,0
66686,19,351,21,213,2017-11-06 16:02:40,2017-11-07 09:43:15,6669,399,,1
170303,19,109,29,333,2017-11-06 16:07:55,2017-11-06 16:10:42,2071,551,,1
181171,6,1,13,125,2017-11-06 16:06:40,,6,78,,0
188943,35,1,8,21,2017-11-06 16:03:59,2017-11-07 00:46:54,35,280,,1
62565,12,1,13,178,2017-11-06 16:18:52,,12,156,,0
169507,29,1,19,213,2017-11-06 16:10:51,2017-11-06 16:16:04,29,551,,1
152245,19,0,21,213,2017-11-06 16:21:37,2017-11-07 13:31:26,0,399,,1
203829,1,1,19,124,2017-11-06 16:00:57,,1,19,,0
88290,2,1,17,477,2017-11-06 16:08:49,,2,34,,0
188387,19,0,0,213,2017-11-06 16:12:54,2017-11-06 16:18:06,0,0,,1
133063,6,1,6,125,2017-11-06 16:14:54,,6,36,,0
68930,9,1,25,215,2017-11-06 16:10:36,,9,225,,0
147957,19,68,0,213,2017-11-06 16:09:30,2017-11-06 16:12:18,1292,0,,1
46783,9,1,13,442,2017-11-06 16:12:05,,9,117,,0
1313,18,1,17,134,2017-11-06 16:00:14,,18,306,,0
209659,2,1,17,469,2017-11-06 16:01:07,,2,34,,0
43871,19,231,24,213,2017-11-06 16:13:40,2017-11-07 00:20:06,4389,456,,1
200360,9,1,25,234,2017-11-06 16:01:12,,9,225,,0
39756,2,2,27,205,2017-11-06 16:02:55,,4,54,,0
95766,3,1,13,280,2017-11-06 16:22:00,,3,39,,0
18955,15,1,17,140,2017-11-06 16:03:02,,15,255,,0
86402,12,1,37,245,2017-11-06 16:19:33,,12,444,,0
121425,14,1,9,463,2017-11-06 16:12:15,,14,126,,0
15696,15,1,9,140,2017-11-06 16:09:46,,15,135,,0
172941,12,1,10,178,2017-11-06 16:20:41,,12,120,,0
34419,12,1,22,481,2017-11-06 16:01:03,,12,264,,0
41369,3,1,25,280,2017-11-06 16:21:36,,3,75,,0
184714,19,0,24,347,2017-11-06 16:13:57,,0,456,,0
109147,19,0,38,210,2017-11-06 16:02:04,2017-11-07 07:16:03,0,722,,1
148638,72,1,13,101,2017-11-06 16:17:08,2017-11-06 16:20:02,72,936,,1
92735,15,1,19,245,2017-11-06 16:19:46,,15,285,,0
43968,12,1,19,178,2017-11-06 16:08:12,,12,228,,0
19108,12,1,22,245,2017-11-06 16:12:06,,12,264,,0
70255,29,1,13,213,2017-11-06 16:19:38,2017-11-07 13:38:13,29,377,,1
175039,265,0,607,101,2017-11-06 16:19:26,2017-11-06 18:06:17,0,160855,,1
121303,21,1,9,128,2017-11-06 16:04:16,,21,189,,0
182457,19,50,0,213,2017-11-06 16:08:01,2017-11-06 16:10:06,950,0,,1
73487,11,1,17,481,2017-11-06 16:00:18,2017-11-06 16:09:04,11,187,,1
166402,19,783,24,333,2017-11-06 16:12:01,2017-11-06 16:14:02,14877,456,,1
171101,19,0,29,213,2017-11-06 16:08:46,2017-11-06 16:10:03,0,551,,1
9182,2,1,13,452,2017-11-06 16:08:29,,2,26,,0
34323,12,1,15,245,2017-11-06 16:07:17,,12,180,,0
140206,45,1,19,282,2017-11-06 16:10:52,2017-11-06 16:14:02,45,855,,1
84644,1,1,20,134,2017-11-06 16:06:21,,1,20,,0
159123,2,1,19,477,2017-11-06 16:18:29,,2,38,,0
18286,19,0,21,213,2017-11-06 16:22:09,2017-11-07 03:15:58,0,399,,1
203135,236,1,13,213,2017-11-06 16:11:46,2017-11-06 16:12:16,236,3068,,1
154777,17,1,19,213,2017-11-06 16:15:15,2017-11-06 16:16:38,17,323,,1
116376,12,2,49,245,2017-11-06 16:08:58,,24,588,,0
94415,18,1,19,121,2017-11-06 16:09:18,,18,342,,0
142010,71,1,27,3,2017-11-06 16:12:29,2017-11-06 16:17:35,71,1917,,1
156244,66,1,8,101,2017-11-06 16:01:57,2017-11-06 16:04:05,66,528,,1
95766,18,1,19,121,2017-11-06 16:07:52,,18,342,,0
53892,8,1,35,145,2017-11-06 16:16:58,,8,280,,0
187759,86,1,13,21,2017-11-06 16:11:30,2017-11-07 08:22:54,86,1118,,1
36183,2,1,19,205,2017-11-06 16:15:30,,2,38,,0
149083,6,1,19,125,2017-11-06 16:08:51,,6,114,,0
37020,25,1,1,259,2017-11-06 16:18:51,,25,25,,0
76919,35,1,3,21,2017-11-06 16:11:44,2017-11-07 11:00:43,35,105,,1
75325,18,1,20,134,2017-11-06 16:00:05,,18,360,,0
73309,1,1,28,134,2017-11-06 16:02:59,,1,28,,0
75264,25,1,13,259,2017-11-06 16:18:54,,25,325,,0
87879,64,1,37,459,2017-11-06 16:11:23,,64,2368,,0
138671,19,0,29,213,2017-11-06 16:17:40,2017-11-07 10:31:18,0,551,,1
110958,64,1,13,459,2017-11-06 16:09:20,,64,832,,0
208699,1,1,6,135,2017-11-06 16:12:08,2017-11-06 16:12:33,1,6,,1
211552,19,78,0,213,2017-11-06 16:03:07,2017-11-06 16:05:03,1482,0,,1
173029,3,1,13,280,2017-11-06 16:06:19,,3,39,,0
128107,45,1,14,213,2017-11-06 16:22:57,2017-11-06 16:26:28,45,630,,1
135863,11,1,17,122,2017-11-06 16:09:47,,11,187,,0
102025,12,1,13,259,2017-11-06 16:03:36,,12,156,,0
68482,2,1,6,477,2017-11-06 16:10:29,,2,12,,0
43793,1,1,18,134,2017-11-06 16:12:35,,1,18,,0
131731,72,1,8,101,2017-11-06 16:02:42,2017-11-06 16:03:31,72,576,,1
106598,17,1,13,280,2017-11-06 16:08:15,,17,221,,0
58827,35,1,15,274,2017-11-06 16:16:42,2017-11-06 23:04:31,35,525,,1
143708,18,3032,607,107,2017-11-06 16:03:47,,54576,10926,,0
22598,2,1,35,243,2017-11-06 16:05:18,,2,70,,0
149687,19,0,21,213,2017-11-06 16:08:44,2017-11-07 01:59:58,0,399,,1
41640,19,0,38,213,2017-11-06 16:11:38,2017-11-06 16:13:14,0,722,,1
89696,2,1,6,477,2017-11-06 16:13:59,,2,12,,0
198075,19,0,24,213,2017-11-06 16:09:42,2017-11-06 16:14:05,0,456,,1
40678,20,1,25,259,2017-11-06 16:07:27,2017-11-07 01:24:35,20,500,,1
198740,72,1,13,101,2017-11-06 16:03:33,2017-11-06 16:05:33,72,936,,1
152406,19,0,21,213,2017-11-06 16:15:01,2017-11-06 16:16:06,0,399,,1
72460,3,1,13,280,2017-11-06 16:20:58,,3,39,,0
48212,14,2,19,123,2017-11-06 16:14:01,,28,266,,0
54079,2,1,13,452,2017-11-06 16:21:30,,2,26,,0
19366,19,0,24,347,2017-11-06 16:09:30,2017-11-07 01:38:36,0,456,,1
41075,3,1,13,280,2017-11-06 16:11:39,,3,39,,0
87073,107,1,13,171,2017-11-06 16:16:21,2017-11-07 01:13:32,107,1391,,1
167785,3,1,17,442,2017-11-06 16:11:06,2017-11-07 08:06:02,3,51,,1
43065,14,1,19,379,2017-11-06 16:21:15,,14,266,,0
98362,13,1,53,477,2017-11-06 16:10:08,,13,689,,0
36968,5,1,13,377,2017-11-06 16:02:29,2017-11-07 06:59:12,5,65,,1
92964,12,1,41,265,2017-11-06 16:20:06,,12,492,,0
73487,9,1,9,442,2017-11-06 16:12:42,,9,81,,0
158171,25,1,35,259,2017-11-06 16:07:52,,25,875,,0
192906,115,1,8,203,2017-11-06 16:05:08,2017-11-06 16:09:06,115,920,,1
91536,2,1,18,435,2017-11-06 16:09:33,,2,36,,0
200351,19,0,21,213,2017-11-06 16:19:03,2017-11-06 16:38:31,0,399,,1
197542,110,1,20,210,2017-11-06 16:00:17,2017-11-06 23:23:58,110,2200,,1
134686,35,1,13,21,2017-11-06 16:02:25,2017-11-07 12:56:54,35,455,,1
2085,12,1,31,205,2017-11-06 16:03:03,,12,372,,0
73232,3,1,19,409,2017-11-06 16:10:45,,3,57,,0
143767,13,1,20,477,2017-11-06 16:16:52,,13,260,,0
177703,29,1,19,101,2017-11-06 16:04:59,2017-11-06 16:16:16,29,551,,1
128339,29,1,13,213,2017-11-06 16:01:37,2017-11-06 16:02:40,29,377,,1
194289,20,1,19,478,2017-11-06 16:22:49,,20,380,,0
191769,72,1,25,101,2017-11-06 16:18:36,2017-11-06 16:38:46,72,1800,,1
169798,2,1,15,469,2017-11-06 16:00:39,,2,30,,0
128335,19,203,24,213,2017-11-06 16:20:56,2017-11-06 16:22:17,3857,456,,1
123788,9,2,28,134,2017-11-06 16:07:21,,18,252,,0
75423,15,1,13,430,2017-11-06 16:00:58,,15,195,,0
185208,35,1,13,274,2017-11-06 16:19:38,2017-11-07 12:18:49,35,455,,1
