app	device	os	channel	delta_time	is_attributed
2	1	13	435	0.02	0
10	1	37	113	0.9	1
12	1	18	178	1.02	0
19	0	24	343	1.87	1
72	1	12	101	1	1
1	1	13	178	0.98	0
19	0	38	213	1.44	1
18	1	1	107	0.64	0
5	1	37	113	1.97	1
19	0	38	213	0.87	1
25	1	13	259	0.65	0
19	0	0	210	0.48	1
19	0	0	213	2.32	1
35	1	19	274	0.93	1
35	1	19	21	1.4	1
39	1	19	101	0.57	1
39	1	27	213	1.34	1
35	1	13	21	2.54	1
12	1	26	328	2.55	0
35	1	20	21	0.49	1
10	1	43	113	2.4	1
5	1	43	113	2.85	1
3	1	13	280	0.64	0
19	0	0	347	2.77	1
3	1	41	280	2.67	0
3	2	86	153	0.97	0
45	1	17	5	0.75	1
18	1	32	121	1.4	0
3	1	19	466	0.5	0
10	1	17	317	1.72	1
107	1	19	171	1.39	1
35	1	10	21	1.47	1
35	1	13	21	0.5	1
29	1	19	213	1.5	1
35	1	13	274	0.36	1
3	1	41	417	1.05	0
12	1	13	265	1.74	0
12	1	17	265	0.63	0
6	1	16	125	0.89	0
18	1	13	107	0.75	1
19	0	24	213	1.97	1
19	0	38	213	1.83	1
18	1	13	107	2.28	0
145	395	21	320	2.29	1
19	74	24	213	2.23	1
3	1	13	280	2.39	0
3	1	19	280	2.43	0
98	1	19	222	0.17	1
26	1	25	266	1.97	0
35	1	13	21	2.46	1
2	1	13	435	0.2	0
15	1	18	245	0.07	0
19	0	24	213	0.21	1
23	1	1	153	0.75	0
256	1	19	101	0.76	1
39	1	13	101	2	1
15	1	13	245	1	0
3	1	16	280	0.46	0
5	1	61	113	0.68	1
19	0	24	213	1.59	1
9	1	19	334	0.29	1
15	2	9	245	0.26	0
14	1	10	439	1.66	0
19	0	24	347	2.68	1
5	1	37	113	1.89	1
26	1	18	266	2.73	0
5	1	30	113	2.49	1
2	1	1	401	0.6	0
9	1	19	127	2.6	0
12	1	10	409	1.45	0
19	0	38	347	0.82	0
9	1	19	244	1.98	0
28	1	25	135	2.54	0
19	123	76	213	2.76	1
11	1	13	319	1.47	0
10	1	43	113	1.7	1
35	1	8	21	0.9	1
64	1	19	459	2.27	0
9	1	13	466	2.61	1
35	1	13	21	0.93	1
35	1	6	21	1.42	1
24	1	17	105	2.74	0
10	1	30	113	2.88	1
5	1	32	113	1.59	1
72	1	19	101	1.08	1
9	1	25	127	2.93	0
19	0	0	213	0.5	1
64	1	22	459	1.97	0
9	1	10	244	1.19	1
39	1	10	213	2.71	1
3	1	19	280	2.43	0
12	1	18	245	0.57	0
9	2	20	134	0.28	0
9	1	16	134	2.93	1
8	1	25	145	2.68	1
9	1	9	442	2.91	0
12	1	18	340	1.94	0
5	1	47	113	0.98	1
9	1	17	466	1.89	0
9	1	19	334	0.42	0
19	299	0	213	1.88	1
12	1	19	340	2.85	0
9	2	9	215	0.61	0
8	1	13	259	1.03	1
9	1	19	334	0.87	1
10	1	11	113	1.48	1
3	1	37	153	2.06	0
2	1	13	477	1.06	0
12	1	19	178	2.53	0
12	1	23	340	2.01	0
12	1	8	205	2.96	0
14	1	8	371	1.36	0
18	1	19	107	3	0
3	1	19	211	1.67	0
9	1	19	244	1.6	0
14	1	20	401	1.8	0
3	1	13	130	0.49	0
29	1	19	343	1.51	1
12	1	19	178	2.93	1
3	1	6	280	2.66	1
64	1	19	459	0.47	0
8	1	13	145	2.79	1
19	0	24	213	2.52	1
35	1	22	21	0.46	1
3	1	15	137	0.47	0
1	1	13	137	1.73	0
9	1	14	232	2.38	0
14	1	17	467	2.68	0
29	1	14	213	2.78	1
19	0	24	213	2.91	1
5	1	61	113	2.76	1
5	1	8	113	3.01	1
18	1	2	107	2.64	0
34	1	19	243	0.82	1
14	1	30	442	1.71	0
15	1	22	245	0.05	0
3	1	35	137	2.47	0
3	1	26	115	0.79	0
9	1	19	244	1.31	0
29	1	13	213	1.59	1
12	1	19	326	1.1	0
45	1	27	419	1.65	1
2	1	35	243	2.68	0
19	9	24	213	2.02	1
3	2	9	280	1.94	0
3	1	19	30	1.47	0
3	1	9	115	2.24	0
9	1	19	244	0.62	0
2	1	13	477	0.83	0
19	127	0	213	0.69	1
17	1	19	280	2.98	0
9	1	13	134	0.02	1
9	1	19	445	1.83	0
9	1	16	466	1.66	0
19	0	24	213	0.64	1
20	1	6	478	2.12	1
18	1	8	107	1.89	0
3	1	19	115	0.34	0
236	1	6	213	0.57	1
10	1	13	113	1.13	1
12	1	19	328	0.55	0
35	1	13	274	0.5	1
19	154	50	213	1.79	1
18	1	47	439	1.63	0
18	1	19	121	2.86	1
24	1	19	178	2.07	0
3	1	13	19	0.72	0
19	0	21	213	2.61	1
10	1	30	113	0.57	1
19	417	24	213	0.15	1
10	1	4	113	0.58	1
23	1	13	153	1.65	0
1	1	19	124	2.46	0
9	1	19	232	0.33	0
35	1	17	274	1.52	1
15	2	32	245	0.83	0
12	1	8	265	2.48	0
21	1	13	128	2.76	0
9	1	13	107	2.37	1
214	1	18	243	1.05	1
2	1	19	236	0.42	0
2	1	13	401	1.55	0
55	1	27	406	2.93	0
2	1	16	364	1.86	0
19	0	0	213	1.02	1
3	1	22	280	2.33	0
19	0	0	213	2.78	1
14	1	19	467	1.95	0
72	1	19	101	2.49	1
2	1	32	219	1.7	1
19	0	24	347	0.78	1
18	1	11	107	2.36	0
12	1	20	259	0.93	0
10	1	27	113	0.4	1
18	1	22	121	2.35	0
3	1	10	280	2.49	0
19	0	38	213	0.73	1
3	1	18	452	2.1	0
9	1	178	215	0.04	0
14	1	19	134	1.93	0
2	1	32	435	2.32	0
8	1	22	145	1.81	1
18	1	27	379	2.82	0
35	1	19	21	2.38	1
19	657	24	213	0.58	1
35	1	19	21	1.44	1
96	2803	38	213	0.6	1
3	1	18	280	0.7	0
1	1	16	137	1.59	0
3	1	47	280	2.86	0
10	1	32	113	2.01	1
29	1	13	213	1.56	1
20	1	17	478	0.59	1
9	1	19	489	2.39	1
19	0	24	347	0.72	1
35	1	13	274	0.77	1
29	1	41	213	1.06	1
1	2	9	118	2.72	0
45	1	7	465	2.96	1
12	1	19	178	1.92	0
2	1	19	435	2.42	0
21	1	3	128	0.61	0
121	1	13	203	2.99	1
35	1	13	21	1.5	1
3	1	19	280	2.46	0
64	1	19	459	0.93	0
10	1	43	113	0.94	1
12	1	13	140	0.66	0
18	1	19	107	2.72	1
15	1	17	315	2.12	1
3	1	13	280	2.01	0
35	1	13	21	0.88	1
3	1	8	480	0.83	0
315	1	19	110	1.03	1
19	231	24	213	1.62	1
3	1	18	280	2.57	1
29	1	17	333	2.31	1
64	1	32	459	1.79	0
15	1	6	245	0.89	0
9	1	19	466	1.47	1
9	1	19	134	1.57	0
10	1	37	113	2.82	1
3	1	19	280	2.51	0
29	1	18	210	2.65	1
19	0	24	213	0.61	1
3	1	37	280	2.2	0
3	1	19	280	1.5	1
45	1	49	5	2.64	1
24	1	14	105	0.07	0
3	1	22	19	2.4	0
3	1	36	408	0.92	1
2	1	19	477	2.38	0
18	1	19	107	2.91	0
14	1	10	401	2.85	0
3	1	17	280	1.79	0
39	1	14	101	1.62	1
19	0	29	213	1.19	1
2	1	41	452	1.44	0
2	1	22	236	2.4	1
45	1	18	5	2.61	1
10	1	10	113	1.09	1
5	1	30	113	0.62	1
27	1	37	332	2.48	1
12	1	19	178	0.42	0
2	1	13	122	0.4	0
2	1	3	469	2.01	0
29	1	37	213	2.45	1
10	1	37	113	0.7	1
5	1	47	113	2.68	1
13	1	8	469	0.71	0
3	1	30	280	1.59	0
17	1	13	128	3.01	0
35	1	19	21	1.38	1
29	1	31	213	1.83	1
3	1	25	280	0.59	0
19	82	24	213	2.56	1
14	1	6	442	1.36	0
23	1	53	153	0.34	0
10	1	11	113	0.45	1
8	1	13	140	1.99	0
9	1	19	244	1.63	1
15	1	13	315	0.26	0
19	0	50	213	1.74	1
8	1	17	145	1.04	0
3	1	25	452	2.25	0
15	1	19	412	1.06	0
19	0	38	213	2.78	1
19	18	0	213	1.47	1
9	1	19	466	1.85	0
10	1	13	377	2.27	0
5	1	32	113	0.55	1
12	1	19	178	1.65	0
2	2	9	237	0.07	0
3	1	9	173	2.43	0
29	1	13	213	1.74	1
35	1	22	274	1.38	1
29	1	22	213	1.81	1
29	1	19	213	2.28	1
8	1	19	140	2.58	1
12	1	47	265	0.72	0
19	16	0	213	1.92	1
9	1	27	466	2.83	0
9	1	13	127	2.81	1
12	1	6	140	0.65	0
84	8	38	101	1.78	1
3	1	13	211	3	0
12	1	13	178	2.84	0
19	0	21	213	2.47	1
18	1	17	134	1.36	0
15	1	17	245	0.99	0
19	6	29	213	0.47	1
35	1	10	21	0.21	1
115	1	19	203	2.94	1
12	1	22	259	0.49	0
35	1	13	21	0.06	1
35	1	13	21	0.41	1
10	1	19	317	2	1
18	1	30	107	2.53	0
19	0	0	347	2.72	1
79	1	30	213	0.99	1
9	1	16	253	1.46	1
39	1	9	101	1.46	1
18	1	25	134	0.02	0
9	1	19	232	0.41	0
34	1	15	243	2.94	1
19	101	29	213	1.89	1
27	1	19	153	0.34	0
21	1	19	232	2.85	0
19	18	0	213	1.93	1
3	1	20	280	2.36	0
19	42	0	282	2.97	1
1	1	13	452	1.51	0
23	1	20	153	2.36	0
66	1	14	101	0.95	1
8	2	18	145	2.6	0
29	1	13	213	0.71	0
70	0	21	243	0.98	1
35	1	25	21	1.38	1
19	0	29	213	2.81	1
25	1	5	259	2.65	0
3	1	53	409	1.29	0
64	1	19	459	0.63	1
3	1	19	280	2.55	1
3	1	19	211	1.5	0
3	1	19	424	0.54	0
3	1	13	489	1.46	0
13	1	13	469	1.7	0
18	1	13	121	1.61	0
3	1	19	480	2.77	1
2	1	32	219	1.88	0
35	1	19	21	0.37	1
19	0	24	213	1.98	1
19	0	38	213	0.96	1
19	0	24	213	0.54	1
18	2	19	121	2.34	1
19	0	0	213	2.42	1
2	1	13	237	0.36	1
5	1	11	113	2.5	1
25	1	19	259	0.03	0
19	0	38	213	2.67	1
12	1	19	205	2.4	0
3	1	19	424	0.11	0
12	1	10	265	2.67	0
2	1	19	236	1.66	0
27	1	19	122	0.57	1
2	1	23	477	2.65	0
19	0	24	213	1.76	1
11	1	10	325	1	0
2	1	17	364	1.58	0
2	1	13	477	1	0
10	1	43	113	1.46	1
12	1	19	259	2.56	1
1	1	19	13	1.47	0
29	1	19	343	0.52	1
35	1	19	21	0.37	1
35	1	13	21	2.41	1
12	2	10	178	1.02	0
14	1	6	467	2.53	0
18	1	13	107	2.5	0
35	1	17	274	0.07	1
18	1	19	107	2.85	0
9	1	37	442	2.44	0
19	0	0	213	1.82	1
15	2	97	245	0.46	0
19	0	38	347	2.76	1
62	1	13	21	2.6	1
29	1	8	213	2.41	1
2	1	17	401	0.65	0
39	1	13	213	0.37	1
12	1	8	245	2.43	0
10	1	47	113	2.8	1
18	1	19	107	2.9	0
6	1	8	125	0.86	0
9	2	19	466	2.41	0
29	1	19	213	1.65	1
84	433	50	101	1.99	1
2	1	9	477	1.5	0
12	1	17	265	2.17	0
35	1	13	21	2.67	1
2	1	19	452	1.99	0
14	1	13	379	2.92	0
32	1	19	376	2.49	0
26	1	13	477	1.93	1
18	1	19	121	0.56	0
19	60	38	213	0.9	1
9	1	6	134	0.39	0
39	1	12	101	2.03	1
29	1	13	213	2.26	1
20	1	27	259	2.11	1
6	1	19	459	0.78	0
19	0	0	213	0.76	1
35	1	17	21	0.5	1
13	1	13	477	0.59	0
19	0	24	347	0.46	1
26	1	19	121	2.06	0
35	1	10	21	0.08	1
27	1	19	153	0.05	0
29	1	13	213	1.73	1
64	1	23	459	0.86	0
64	1	13	459	2.45	0
19	1962	0	213	2.83	1
20	1	25	259	2.89	0
45	1	43	419	1.94	1
84	0	866	101	2.88	1
15	1	22	430	1.33	0
11	1	18	122	2.39	0
13	1	13	477	0.77	0
2	1	19	237	0.71	0
2	1	3	236	2.99	0
12	1	13	219	2.4	0
35	1	19	21	0.74	1
3	1	19	489	1.94	0
12	1	19	409	2.35	0
35	1	17	274	1.5	1
62	1	14	21	2.58	1
18	1	18	107	1.56	0
9	1	19	334	0.56	0
9	1	19	244	0.49	1
14	1	4	463	1.65	0
9	1	19	466	2.79	0
12	1	16	265	2.96	0
35	1	10	21	2.53	1
12	1	17	265	2.72	0
12	1	19	178	0.91	0
11	1	13	469	1.67	0
66	1	14	101	2.62	1
19	0	0	213	2.94	1
35	1	14	274	0.64	1
19	67	24	213	1.75	1
12	1	17	140	0.69	0
18	1	37	134	2.71	0
35	1	19	21	1.62	1
19	101	29	213	0.77	1
10	1	11	113	0.95	1
1	1	19	135	2.47	0
29	1	13	213	0.62	1
10	1	36	113	2.58	1
23	1	13	153	1.68	0
35	1	19	21	0.5	1
15	1	19	3	1.77	0
12	1	19	265	1.72	0
14	1	19	379	2.47	0
23	1	18	153	2.64	0
19	18	0	213	0.57	1
29	1	13	343	1.71	1
19	0	38	213	0.76	1
3	1	13	371	1.35	0
14	1	19	349	2.73	0
18	1	1	107	0.38	0
18	1	8	107	0.53	0
3	1	19	417	2.83	1
26	1	30	477	2.37	0
19	0	24	347	2.67	1
19	0	24	347	1.86	0
19	21	24	213	0.53	1
29	1	8	213	2.91	1
24	2	19	105	0.16	0
18	1	41	376	2.18	0
35	1	41	21	0.07	1
18	1	13	107	2.78	0
35	1	25	274	1.42	1
2	1	13	213	0.95	1
12	1	10	140	0.93	0
19	0	21	213	1	1
3	2	111	137	2.98	0
16	1	16	243	3	1
130	141	21	282	1.92	1
3	1	14	424	1.51	0
79	1	19	213	2.42	1
84	0	38	101	0.93	1
15	1	13	245	0.94	0
12	1	19	328	0.64	0
5	1	43	113	2.02	1
19	0	24	347	1.08	1
2	1	13	122	2.46	0
35	1	17	274	0.36	1
35	1	19	21	0.43	1
19	1847	0	213	1.9	1
5	1	61	113	2.42	1
35	1	13	21	2.56	1
19	379	21	213	0.1	1
26	1	19	266	2.47	0
17	1	25	280	1.54	0
45	1	20	5	1.83	1
19	0	38	213	2.8	1
3	1	37	173	1.92	0
1	1	20	452	0.93	0
19	0	0	347	2.12	1
2	1	19	237	1.66	0
20	1	19	478	2.76	1
12	1	25	265	0.8	0
14	1	13	379	3	0
2	1	6	122	2.38	0
35	1	19	21	0.41	1
18	1	41	376	2.62	0
18	1	19	107	0.49	0
2	1	13	364	2.42	0
19	0	0	347	2.43	1
19	0	0	347	2.68	1
18	1	19	107	2.96	0
18	1	13	107	1.83	0
9	1	13	244	2.49	0
19	0	0	213	3.01	1
3	1	8	280	0.93	0
19	0	24	213	1.35	1
18	1	18	107	1.39	0
19	0	21	213	1.6	1
18	1	17	107	2.4	0
19	0	24	213	0.53	1
8	1	17	145	0.05	1
3	1	19	211	2.04	0
14	1	22	463	1.5	0
10	1	27	113	0.88	1
14	1	27	439	1.55	0
1	1	22	134	0.4	0
15	1	19	386	2.44	0
2	1	42	452	2.92	0
15	1	18	245	2.57	0
2	1	19	477	1.67	0
9	1	13	442	2.99	0
26	1	19	121	1.39	0
2	1	17	205	0.95	1
1	1	40	439	2.04	1
72	1	13	101	1.73	1
15	1	19	245	0.04	0
19	270	76	213	2.31	1
3	1	6	280	0.47	0
35	1	19	21	1.65	1
26	1	19	266	0.56	1
3	1	19	280	0.79	0
26	1	6	121	2.31	1
1	1	13	150	2.09	0
11	1	19	319	1.54	1
5	1	61	113	1.42	1
18	1	13	107	1.97	1
72	1	27	101	0.84	1
5	1	30	113	2.97	1
3	1	19	173	0.75	0
45	1	11	465	1.7	1
35	1	19	274	0.4	1
12	1	13	424	2.79	0
11	1	19	469	0.41	1
3	1	18	480	1.53	0
2	1	17	477	1.51	0
12	1	18	178	2.43	0
3	1	3	442	1.47	1
19	556	29	333	1.74	1
14	1	13	379	2.59	0
10	1	43	113	1.89	1
19	0	24	347	1.98	1
10	1	4	113	0.96	1
3	1	17	452	0.69	1
19	103	21	282	2.95	1
29	1	13	213	2.75	1
72	1	19	101	2.94	1
19	440	76	213	1.9	1
84	124	0	101	0.51	1
19	6	29	213	1.78	1
35	1	19	21	0.92	1
19	0	748	213	1.86	1
3	1	19	409	1.37	0
35	1	19	21	0.89	1
3	1	6	280	1.94	0
14	1	13	480	0.51	0
3	1	13	442	0.74	0
27	1	6	153	0.35	0
19	0	24	347	2.66	1
9	1	15	466	1.82	0
9	1	13	134	0.05	0
35	1	19	274	2.73	1
3	1	13	280	1	0
7	1	13	101	2.65	0
19	0	0	213	1.96	1
5	1	43	113	1.95	1
12	1	19	259	2.46	0
1	1	20	452	0.41	0
9	1	27	334	1.35	0
14	1	22	118	2.9	0
19	0	0	213	2.7	1
1	2	2	125	2.32	0
19	0	38	213	1.94	1
6	1	13	125	2.1	0
3	1	10	280	2.36	0
2	1	26	469	2.91	0
2	1	19	469	1.84	0
19	0	0	347	0.76	1
15	1	47	265	1.04	0
3	1	3	379	1.01	0
9	1	7	127	2.83	0
12	1	19	245	1.03	0
3	1	12	442	1.85	1
18	1	19	134	2.06	0
29	1	19	343	2.52	1
116	1	34	101	0.37	1
32	1	19	376	2.42	1
1	1	16	135	2.76	0
10	1	61	113	1.43	1
19	50	0	213	1.71	0
14	1	13	442	0.37	0
2	1	13	258	1.79	1
3	1	28	280	2.63	0
3	1	15	280	2.01	0
12	1	19	424	0.43	0
8	1	19	145	2.6	1
13	1	8	469	2.89	0
19	0	38	101	2.55	1
2	1	13	435	0.86	0
28	1	19	135	1.77	0
35	1	16	274	0.67	1
19	0	0	213	2.69	1
15	1	11	245	1.75	0
19	592	38	213	0.89	1
15	1	32	278	1.51	0
19	667	0	213	1.66	1
19	0	24	347	1.88	1
236	1	13	282	2.62	1
2	1	13	452	0.72	0
8	1	19	145	2.77	1
1	1	17	153	1.78	0
20	1	19	259	0.56	1
18	1	12	121	0.2	0
35	1	13	21	1.51	1
11	1	19	173	1.93	1
3	1	10	19	0.56	0
14	1	20	349	0.87	0
12	1	13	259	2.64	0
11	1	13	319	2.65	1
65	3866	866	469	2.39	0
7	1	13	101	2.9	0
35	1	17	274	1.86	1
12	1	19	178	1.59	0
9	1	13	466	2.36	1
3	1	2	173	2.76	0
78	0	67	224	1.6	1
26	1	13	477	2.46	0
19	0	29	333	2.86	1
15	1	41	140	2.27	0
107	1	13	171	1.83	1
48	1	18	213	2.69	1
19	0	99	213	1.28	1
12	1	19	497	2.9	0
35	1	13	21	0.94	1
19	0	0	347	2.66	1
18	1	13	107	1.62	0
19	0	24	213	2.25	1
23	1	19	153	1.89	0
5	1	36	113	1.59	1
12	1	13	245	0.86	0
79	1	19	213	0.62	1
19	18	0	213	1.66	1
15	1	10	111	2.88	0
19	0	24	347	1.91	1
3	1	10	137	1.89	0
29	1	13	213	2.75	1
9	1	20	258	0.57	0
2	1	19	477	0.69	0
64	1	19	459	2.8	0
29	1	3	213	2.35	1
246	396	24	333	1.85	1
12	1	13	259	1.84	0
20	1	37	259	2.95	0
3	1	13	280	1.54	0
19	0	21	282	0.95	1
12	1	20	205	1	0
9	1	19	334	0.71	0
18	1	19	121	0.95	0
15	1	19	315	0.82	0
29	1	19	343	0.55	1
19	0	24	213	1.82	1
27	1	8	153	1.37	0
45	1	36	419	2.83	1
29	1	13	343	0.46	1
9	1	20	244	1.88	0
23	1	19	153	0.96	0
2	1	22	452	1.89	0
15	1	19	245	1.49	0
18	1	20	134	0.89	0
12	1	13	497	1.72	0
7	1	6	101	2.65	0
15	1	13	153	1.72	0
19	677	24	213	1.03	0
15	1	16	245	0.99	0
51	0	29	203	0.07	1
18	1	14	107	1.82	0
6	1	18	125	2.91	0
19	1362	24	213	1.91	1
12	1	19	265	2.03	0
8	1	13	145	0.41	1
19	0	29	343	2.57	1
25	1	10	259	2.6	0
2	1	19	477	1.68	0
19	0	50	333	0.67	1
13	1	13	477	1.57	0
29	1	19	213	0.82	1
1	1	19	137	0.67	0
19	0	24	213	0.49	1
19	0	0	213	1.32	1
18	1	8	107	2.88	0
19	37	21	213	0.78	1
72	1	12	101	1.73	1
19	0	21	213	0.95	1
14	1	37	349	1.6	0
12	1	18	340	2.11	0
9	1	19	258	1.39	0
15	1	9	245	0.57	0
15	1	19	315	0.67	0
29	1	17	101	0.98	1
20	1	13	259	2.54	0
19	0	0	347	0.57	1
35	1	16	274	2.51	1
16	1	19	268	2.93	1
8	1	13	145	1.82	1
18	1	25	121	2.59	0
3	1	30	280	1.38	0
12	1	19	259	1.95	0
16	1	13	243	0.34	1
19	18	0	213	1.62	1
10	1	4	113	1.6	1
12	1	17	265	2.01	0
19	0	0	213	1.02	1
6	1	13	110	1.07	1
3	1	8	280	2.63	0
29	1	10	343	1.83	1
18	1	18	121	0.55	0
43	1	22	330	1.38	1
35	1	9	21	0.03	1
5	1	61	113	0.65	1
12	1	8	140	0.35	0
13	1	19	477	1.66	0
19	0	24	347	1.72	1
45	1	23	5	0.75	1
19	0	24	213	2.92	1
3	1	19	280	1.81	0
18	1	20	107	1.5	0
8	1	19	145	2.62	0
2	1	1	205	0.63	0
2	1	19	377	0.79	0
5	1	4	113	0.61	1
18	1	13	107	2.57	0
5	1	27	113	2.66	1
15	1	53	315	2.32	0
10	1	19	377	0.07	0
35	1	13	274	0.4	1
9	1	13	391	0.54	1
5	1	32	113	1	1
35	1	13	274	1.38	1
35	1	19	21	0.37	1
14	1	13	442	1.91	1
29	1	19	213	0.87	1
45	1	32	419	1.6	1
35	1	17	21	1.43	1
35	1	17	21	0.49	1
9	1	19	134	2.03	1
11	1	19	122	1.63	0
20	1	13	478	0.3	1
37	1	19	120	2.03	1
15	1	19	245	1.81	0
5	1	61	113	0.95	1
19	0	24	213	2.69	1
9	2	6	215	2.9	0
11	1	53	219	1.38	0
10	1	36	113	0.54	1
9	1	19	334	3	0
7	1	19	101	2.7	0
18	1	35	121	1.65	0
12	1	11	265	2.83	0
19	0	0	347	1.68	1
12	1	18	205	1.92	0
19	0	0	213	1.93	1
72	1	18	101	2.93	1
66	1	13	101	0.51	1
3	1	14	280	0.43	0
15	1	10	245	1.5	0
18	1	30	439	0.45	0
9	1	22	232	2.4	0
9	1	18	258	1.88	0
94	1	19	361	1.46	0
27	1	13	122	0.69	0
3	1	13	280	1.93	0
5	1	27	113	3.01	1
13	1	19	477	1.89	0
7	1	14	101	2.58	0
10	1	36	113	0.74	1
1	1	19	153	2.59	0
19	0	21	213	2.45	1
70	0	21	243	1.35	1
19	0	21	213	2.65	1
20	2	19	259	0.57	0
9	1	13	232	0.4	1
1	1	13	17	1.81	0
3	1	20	135	2.9	0
15	1	13	265	0.33	0
14	1	19	379	1.62	0
39	1	25	101	0.79	1
5	1	37	113	2.71	1
8	1	19	145	0.12	1
14	1	17	442	2.94	0
18	1	13	107	0.42	0
35	1	15	21	0.49	1
12	1	8	140	1.81	0
19	0	0	347	2.57	1
66	1	13	101	1.93	1
2	1	19	205	0.34	0
19	60	38	213	0.62	1
35	1	19	21	2.07	1
29	1	19	213	0.76	1
2	1	30	477	1.96	0
19	0	38	213	1.27	1
19	0	24	213	2.32	1
3	1	14	466	1.77	0
12	1	19	265	2.06	0
19	0	0	268	2.28	1
12	1	13	178	0.79	0
18	1	13	134	1.31	1
10	1	13	317	0.76	1
2	1	13	212	1.32	0
3	1	66	173	0.97	0
66	1	18	101	2.08	1
19	0	0	213	1.13	1
19	77	59	213	2.89	1
19	0	21	213	1.42	1
10	1	13	377	1.71	1
11	1	22	319	1.59	0
29	1	19	213	1.55	1
25	1	17	259	0.88	0
9	1	13	215	1.44	1
15	1	19	480	2.72	0
19	0	0	343	2.7	1
72	1	19	101	2.44	1
18	1	9	107	0.76	0
35	1	19	21	1.63	1
18	1	37	121	2.99	0
12	1	13	259	0.83	0
45	1	31	5	0.72	1
19	0	24	347	2.6	1
155	1	10	213	0.69	1
5	1	27	113	1.79	1
19	0	21	213	2.96	1
2	1	13	452	2.67	1
192	7	21	320	0.9	1
11	1	19	122	0.56	0
35	1	17	274	2.4	1
27	1	13	122	0.93	0
18	1	13	134	0.85	1
18	1	19	107	1.96	0
35	1	18	21	1.63	1
29	1	25	213	2.75	1
12	1	19	174	0.42	0
9	1	18	334	0.39	0
19	172	59	347	2.75	1
35	1	19	274	1.58	1
1	1	10	118	1.36	0
9	1	13	134	0.31	1
45	1	43	419	1.77	1
15	1	15	412	2.03	0
10	1	61	113	0.6	1
19	0	24	213	1.76	0
37	1	19	282	1.34	1
2	1	19	469	0.41	0
3	1	18	424	1.61	0
19	0	24	213	0.81	1
5	1	7	113	1.86	1
3	1	13	137	2.03	0
19	0	0	213	1.11	1
37	1	18	213	0.68	1
3	1	10	409	1.42	0
14	1	13	134	1.88	0
19	0	0	213	0.83	1
1	1	13	134	2.4	0
1	1	8	134	0.25	0
35	1	13	274	0.44	1
18	1	25	449	2.68	0
9	1	10	334	0.34	0
29	1	13	343	1.53	1
16	1	13	243	2.98	1
6	1	35	125	2.57	0
8	1	17	145	2.35	0
3	1	19	424	3.01	0
72	1	22	101	0.99	1
29	1	19	213	1.96	1
19	18	0	333	1.55	1
9	1	17	107	2.49	0
3	1	6	173	2.14	0
10	1	19	113	0.67	1
2	1	19	258	0.97	0
12	1	13	328	0.49	0
9	1	12	232	0.41	0
18	1	19	134	1.48	0
47	1	2	484	1.47	0
19	0	29	213	0.67	1
19	0	0	343	0.83	1
35	1	19	21	2.51	1
29	1	13	101	0.73	1
8	1	19	145	2.35	0
45	1	18	5	1.57	1
18	1	19	134	2.47	0
18	3032	607	107	0.74	0
12	1	13	409	1.55	0
9	1	13	215	1.64	0
29	1	19	213	1.91	1
29	1	13	213	0.79	1
1	1	13	134	2.92	0
6	1	19	459	2.9	0
18	1	19	121	1.92	1
19	16	0	213	2.77	1
14	1	19	349	0.69	0
14	1	13	489	1.01	0
19	224	21	213	0.37	1
9	1	18	244	2.82	0
9	1	17	466	1.96	1
12	1	13	259	2.12	0
1	1	19	349	2.94	0
12	2	9	178	0.88	0
29	1	12	213	2.65	1
20	1	13	478	1.51	0
9	1	17	134	0.72	0
12	1	18	178	1.46	0
35	1	6	21	0.37	1
14	1	17	442	2.76	0
9	1	32	244	0.66	1
83	0	21	171	2.37	1
120	0	24	101	1.62	1
9	1	13	442	0.67	0
19	0	24	213	2.9	1
19	0	866	213	2.12	1
35	1	19	274	0.67	1
35	1	13	274	0.64	1
26	1	17	266	1.48	0
153	1	19	243	0.63	1
14	1	13	463	2.81	1
3	1	13	280	1.99	0
9	1	19	334	1.85	1
3	1	40	409	0.22	1
19	0	21	213	0.75	1
34	1	19	243	2.08	1
3	1	19	409	2.73	0
3	1	13	489	1.33	0
25	2	13	259	1.77	0
3	1	19	137	2.11	0
3	1	10	113	2.96	0
19	37	21	213	1.6	1
19	0	0	213	1.39	1
79	1	28	213	1.97	1
9	1	19	107	2.56	0
3	1	6	379	2.89	1
45	1	55	419	1.78	1
83	0	24	171	0.9	1
19	0	24	347	0.78	1
19	0	0	213	2.95	1
10	1	7	113	1.95	1
3	1	36	114	0.57	1
9	1	13	244	1.83	0
5	1	32	113	1.81	1
12	1	19	259	0.92	0
72	1	19	101	0.94	1
9	1	13	215	1.5	1
18	1	13	317	0.54	0
12	1	19	245	2.62	0
12	1	13	245	0.05	0
16	1	20	268	2.11	1
19	4	38	213	1.58	1
19	1176	0	213	1.93	1
37	1	18	333	1.94	1
12	1	13	140	0.1	0
26	1	13	266	0.9	0
18	1	8	121	2.91	1
19	128	76	213	1.96	1
29	1	19	343	0.96	1
5	1	47	113	1.63	1
14	1	8	489	2.82	0
3	1	13	442	1.79	0
19	0	24	213	2.77	1
9	1	13	466	1.76	0
3	1	12	135	1.35	0
2	1	13	219	2.64	0
3	1	25	452	1.83	0
19	0	24	213	0.29	1
29	1	31	213	1.34	1
18	1	17	134	2.94	0
9	1	9	232	1.01	0
